hhid,itemcode,itemname,groupcode,groupname,gafed,adm1
6798-001-01,301,Sugar,7,Sugar and sweets,31.704811872603635,3
6798-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",56.07417984984353,3
6798-001-01,901,Fresh milk,12,Milk and milk products,234.14003567917783,3
6798-001-01,1001,Cooking oil,11,Oil and fats,7.2207709039854775,3
6798-001-01,1003,Salt,13,Spices and other foods,7.926202968150909,3
6798-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",126.81924749041457,3
6798-001-01,6011,Onions,4,Vegetables,9.87604889831603,3
6798-001-01,6012,Tomatoes,4,Vegetables,13.981822035818203,3
6798-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,8.020848199364687,3
6798-001-01,6023,Other green vegetable,4,Vegetables,28.32060582208833,3
6798-001-01,7022,Orange/tangerine,5,Fruits,49.93507869935072,3
6798-001-01,7032,Avocado,5,Fruits,56.276041073871454,3
6799-001-01,102,Rice (husked),1,Cereals and cereal products,107.99701639257185,3
6799-001-01,103,"Maize (green, cob)",1,Cereals and cereal products,55.07847836021165,3
6799-001-01,104,Maize (grain),1,Cereals and cereal products,53.998508196285925,3
6799-001-01,205,Irish potatoes,2,Starches,12.554653155636478,3
6799-001-01,301,Sugar,7,Sugar and sweets,53.998508196285925,3
6799-001-01,501,Groundnuts in shell/shelled,8,Nuts and seeds,13.499627049071481,3
6799-001-01,701,Ripe bananas,5,Fruits,45.898731966843044,3
6799-001-01,704,Sugarcane,5,Fruits,80.9977622944289,3
6799-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",23.875887297396623,3
6799-001-01,901,Fresh milk,12,Milk and milk products,398.7789830295716,3
6799-001-01,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,67.55213375355369,3
6799-001-01,1001,Cooking oil,11,Oil and fats,12.298160241704121,3
6799-001-01,1003,Salt,13,Spices and other foods,5.399850819628592,3
6799-001-01,1004,Other spices,13,Spices and other foods,12.69097400114427,3
6799-001-01,1101,Tea dry,6,Beverages,1.349962704907148,3
6799-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",134.99627049071483,3
6799-001-01,6011,Onions,4,Vegetables,6.0073340368368084,3
6799-001-01,6012,Tomatoes,4,Vegetables,6.614817254045026,3
6799-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,4.878865514787047,3
6799-001-01,6023,Other green vegetable,4,Vegetables,17.86468473680061,3
6799-001-01,7022,Orange/tangerine,5,Fruits,20.249440573607224,3
6799-001-01,7023,Other citrus fruits,5,Fruits,23.80629883088432,3
6799-001-01,7032,Avocado,5,Fruits,38.33894081936301,3
6800-001-01,105,Maize (flour),1,Cereals and cereal products,60.22293871775245,3
6800-001-01,206,"Cooking bananas, plantains",2,Starches,313.15928133231273,3
6800-001-01,901,Fresh milk,12,Milk and milk products,88.94928048612037,3
6800-001-01,1001,Cooking oil,11,Oil and fats,10.972619434374495,3
6800-001-01,1003,Salt,13,Spices and other foods,3.6133763230651468,3
6800-001-01,1101,Tea dry,6,Beverages,0.7226752646130293,3
6800-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",96.35670194840394,3
6800-001-01,6011,Onions,4,Vegetables,5.359841545879967,3
6800-001-01,7032,Avocado,5,Fruits,25.654971893762543,3
6801-001-01,102,Rice (husked),1,Cereals and cereal products,117.68782638524866,3
6801-001-01,103,"Maize (green, cob)",1,Cereals and cereal products,72.75247449269918,3
6801-001-01,105,Maize (flour),1,Cereals and cereal products,320.9667992324963,3
6801-001-01,203,Sweet potatoes,2,Starches,35.948281514039586,3
6801-001-01,206,"Cooking bananas, plantains",2,Starches,85.59114646199903,3
6801-001-01,301,Sugar,7,Sugar and sweets,32.09667992324963,3
6801-001-01,701,Ripe bananas,5,Fruits,127.31683036222354,3
6801-001-01,704,Sugarcane,5,Fruits,10.698893307749879,3
6801-001-01,807,Eggs,10,Eggs,3.4625898301201703,3
6801-001-01,901,Fresh milk,12,Milk and milk products,316.0453083109314,3
6801-001-01,1001,Cooking oil,11,Oil and fats,9.746691803360138,3
6801-001-01,1003,Salt,13,Spices and other foods,5.3494466538749395,3
6801-001-01,1101,Tea dry,6,Beverages,0.8559114646199902,3
6801-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",21.39778661549976,3
6801-001-01,6011,Onions,4,Vegetables,9.522015043897389,3
6801-001-01,6012,Tomatoes,4,Vegetables,20.96983088318976,3
6801-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,15.466638127356884,3
6801-001-01,6021,Cabbage,4,Vegetables,18.11679266778979,3
6801-001-01,6023,Other green vegetable,4,Vegetables,3.5395858582027215,3
6801-001-01,7021,Lemon/lime,5,Fruits,2.9076309535700773,3
6801-001-01,7022,Orange/tangerine,5,Fruits,16.048339961624816,3
6801-001-01,7032,Avocado,5,Fruits,106.34699947903378,3
6801-001-01,11011,Buns,1,Cereals and cereal products,21.397786615499758,3
6802-001-01,104,Maize (grain),1,Cereals and cereal products,499.9001427270675,3
6802-001-01,105,Maize (flour),1,Cereals and cereal products,83.31669045451125,3
6802-001-01,206,"Cooking bananas, plantains",2,Starches,124.97503568176687,3
6802-001-01,301,Sugar,7,Sugar and sweets,41.65834522725562,3
6802-001-01,901,Fresh milk,12,Milk and milk products,307.6468795032828,3
6802-001-01,1001,Cooking oil,11,Oil and fats,7.590150500405974,3
6802-001-01,1003,Salt,13,Spices and other foods,9.748052783177815,3
6802-001-01,1101,Tea dry,6,Beverages,0.8331669045451126,3
6802-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",124.9750356817669,3
6802-001-01,6011,Onions,4,Vegetables,14.830370900903,3
6802-001-01,6012,Tomatoes,4,Vegetables,5.715524965179471,3
6802-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,6.022254190980203,3
6802-001-01,6023,Other green vegetable,4,Vegetables,154.35959556676443,3
6802-001-01,7022,Orange/tangerine,5,Fruits,9.373127676132516,3
6802-001-02,103,"Maize (green, cob)",1,Cereals and cereal products,99.3195957086252,3
6802-001-02,104,Maize (grain),1,Cereals and cereal products,109.54367173745426,3
6802-001-02,105,Maize (flour),1,Cereals and cereal products,146.05822898327236,3
6802-001-02,206,"Cooking bananas, plantains",2,Starches,54.77183586872713,3
6802-001-02,301,Sugar,7,Sugar and sweets,27.385917934363565,3
6802-001-02,802,Beef (including minced sausage),9,"Meat, meat products and fish",16.14521368528204,3
6802-001-02,901,Fresh milk,12,Milk and milk products,134.8300026301833,3
6802-001-02,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,30.453140743012288,3
6802-001-02,1001,Cooking oil,11,Oil and fats,16.63238082547014,3
6802-001-02,1003,Salt,13,Spices and other foods,4.564319655727261,3
6802-001-02,1101,Tea dry,6,Beverages,1.8257278622909043,3
6802-001-02,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",73.0291144916362,3
6802-001-02,6011,Onions,4,Vegetables,8.124488987194523,3
6802-001-02,6012,Tomatoes,4,Vegetables,17.892133050450862,3
6802-001-02,6013,"Carrots and green pepper, other viungo",4,Vegetables,13.196632283748366,3
6802-001-02,6022,Chiness/spinach,4,Vegetables,13.510386180952693,3
6802-001-02,7032,Avocado,5,Fruits,18.14773495117159,3
7027-001-03,102,Rice (husked),1,Cereals and cereal products,25.87799600859237,2
7027-001-03,105,Maize (flour),1,Cereals and cereal products,181.14597206014656,2
7027-001-03,111,"Macaroni, spaghetti",1,Cereals and cereal products,23.290196407733134,2
7027-001-03,206,"Cooking bananas, plantains",2,Starches,51.75599201718474,2
7027-001-03,301,Sugar,7,Sugar and sweets,3.234749501074046,2
7027-001-03,701,Ripe bananas,5,Fruits,21.996296607303513,2
7027-001-03,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",12.938998004296185,2
7027-001-03,1001,Cooking oil,11,Oil and fats,35.362281545741475,2
7027-001-03,1003,Salt,13,Spices and other foods,2.587799600859237,2
7027-001-03,1081,Wheat flour,1,Cereals and cereal products,51.75599201718474,2
7027-001-03,6011,Onions,4,Vegetables,16.766871173887164,2
7027-001-03,6012,Tomatoes,4,Vegetables,76.08130826526157,2
7027-001-03,6013,"Carrots and green pepper, other viungo",4,Vegetables,18.705000050620235,2
7027-001-03,6023,Other green vegetable,4,Vegetables,34.24555646116793,2
7028-001-04,102,Rice (husked),1,Cereals and cereal products,26.64068823965644,3
7028-001-04,105,Maize (flour),1,Cereals and cereal products,106.56275295862577,3
7028-001-04,107,Millet and sorghum (flour),1,Cereals and cereal products,26.64068823965644,3
7028-001-04,111,"Macaroni, spaghetti",1,Cereals and cereal products,23.9766194156908,3
7028-001-04,205,Irish potatoes,2,Starches,99.10336025152196,3
7028-001-04,206,"Cooking bananas, plantains",2,Starches,26.64068823965644,3
7028-001-04,301,Sugar,7,Sugar and sweets,26.64068823965644,3
7028-001-04,501,Groundnuts in shell/shelled,8,Nuts and seeds,13.32034411982822,3
7028-001-04,802,Beef (including minced sausage),9,"Meat, meat products and fish",23.558801573665193,3
7028-001-04,807,Eggs,10,Eggs,11.588699384250551,3
7028-001-04,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",3.7296963535519017,3
7028-001-04,901,Fresh milk,12,Milk and milk products,28.105926092837542,3
7028-001-04,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,22.21833399187347,3
7028-001-04,1001,Cooking oil,11,Oil and fats,24.269666986327017,3
7028-001-04,1003,Salt,13,Spices and other foods,5.328137647931288,3
7028-001-04,1101,Tea dry,6,Beverages,0.5328137647931288,3
7028-001-04,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,49.91932162346824,3
7028-001-04,4011,Peas,3,"Pulses, dry",26.461596531633855,3
7028-001-04,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",26.640688239656445,3
7028-001-04,6011,Onions,4,Vegetables,12.94577604317865,3
7028-001-04,6012,Tomatoes,4,Vegetables,26.107874474863312,3
7028-001-04,6013,"Carrots and green pepper, other viungo",4,Vegetables,19.256285328503587,3
7028-001-04,6023,Other green vegetable,4,Vegetables,35.25486258567334,3
7028-001-04,7031,Mangoes,5,Fruits,38.36259106510528,3
7028-001-04,8041,Chicken,9,"Meat, meat products and fish",17.316447355776685,3
7028-001-04,11011,Buns,1,Cereals and cereal products,53.28137647931288,3
7066-001-01,102,Rice (husked),1,Cereals and cereal products,114.87527162912328,3
7066-001-01,105,Maize (flour),1,Cereals and cereal products,402.06345070193146,3
7066-001-01,109,Bread,1,Cereals and cereal products,172.3129074436849,3
7066-001-01,201,Cassava fresh,2,Starches,142.44533682011286,3
7066-001-01,203,Sweet potatoes,2,Starches,192.9904563369271,3
7066-001-01,205,Irish potatoes,2,Starches,64.10040156905079,3
7066-001-01,206,"Cooking bananas, plantains",2,Starches,229.75054325824655,3
7066-001-01,301,Sugar,7,Sugar and sweets,57.43763581456164,3
7066-001-01,701,Ripe bananas,5,Fruits,146.46597132713217,3
7066-001-01,802,Beef (including minced sausage),9,"Meat, meat products and fish",101.58610414587046,3
7066-001-01,901,Fresh milk,12,Milk and milk products,424.1769404905377,3
7066-001-01,1001,Cooking oil,11,Oil and fats,52.32568622706565,3
7066-001-01,1003,Salt,13,Spices and other foods,17.23129074436849,3
7066-001-01,1004,Other spices,13,Spices and other foods,161.99104023246295,3
7066-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",201.0317253509658,3
7066-001-01,6011,Onions,4,Vegetables,68.5001244724462,3
7066-001-01,6012,Tomatoes,4,Vegetables,160.98620566105336,3
7066-001-01,6013,"Carrots and green pepper, other viungo",4,Vegetables,78.05154012964725,3
7066-001-01,6023,Other green vegetable,4,Vegetables,136.81781384210893,3
7066-001-01,11011,Buns,1,Cereals and cereal products,34.46258148873698,3
7824-001-01,102,Rice (husked),1,Cereals and cereal products,316.0883928910848,2
7824-001-01,105,Maize (flour),1,Cereals and cereal products,790.220982227712,2
7824-001-01,202,Cassava dry/flour,2,Starches,19.7555245556928,2
7824-001-01,301,Sugar,7,Sugar and sweets,79.0220982227712,2
7824-001-01,502,Coconuts (mature/immature),8,Nuts and seeds,49.2963518359292,2
7824-001-01,1001,Cooking oil,11,Oil and fats,3.5994565740472284,2
7824-001-01,1003,Salt,13,Spices and other foods,3.9511049111385605,2
7824-001-01,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",79.02209822277123,2
7824-001-01,6011,Onions,4,Vegetables,17.582416854566592,2
7824-001-01,6012,Tomatoes,4,Vegetables,46.85220203628105,2
7824-001-01,6023,Other green vegetable,4,Vegetables,26.143405052204717,2
7824-001-01,7022,Orange/tangerine,5,Fruits,320.92849640722955,2
7824-001-01,8081,Dagaa (fresh),9,"Meat, meat products and fish",19.7555245556928,2
7954-001-07,102,Rice (husked),1,Cereals and cereal products,254.19889529931183,2
7954-001-07,105,Maize (flour),1,Cereals and cereal products,508.39779059862366,2
7954-001-07,205,Irish potatoes,2,Starches,189.123978102688,2
7954-001-07,301,Sugar,7,Sugar and sweets,76.25966858979356,2
7954-001-07,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",25.419889529931186,2
7954-001-07,1001,Cooking oil,11,Oil and fats,46.26419894447476,2
7954-001-07,1003,Salt,13,Spices and other foods,6.354972382482797,2
7954-001-07,1081,Wheat flour,1,Cereals and cereal products,50.83977905986237,2
7954-001-07,1101,Tea dry,6,Beverages,1.0167955811972473,2
7954-001-07,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",101.67955811972477,2
7954-001-07,6011,Onions,4,Vegetables,18.41569316885395,2
7954-001-07,6012,Tomatoes,4,Vegetables,95.46083634512239,2
7954-001-07,6013,"Carrots and green pepper, other viungo",4,Vegetables,18.373873880583663,2
7954-001-07,6021,Cabbage,4,Vegetables,43.04434627068348,2
7954-001-07,6023,Other green vegetable,4,Vegetables,16.819661419007645,2
7954-001-07,7032,Avocado,5,Fruits,36.09624313250229,2
7954-001-07,8081,Dagaa (fresh),9,"Meat, meat products and fish",50.83977905986237,2
7998-001-04,102,Rice (husked),1,Cereals and cereal products,166.9374909475334,2
7998-001-04,104,Maize (grain),1,Cereals and cereal products,111.29166063168894,2
7998-001-04,105,Maize (flour),1,Cereals and cereal products,222.58332126337788,2
7998-001-04,109,Bread,1,Cereals and cereal products,311.616649768729,2
7998-001-04,205,Irish potatoes,2,Starches,414.0049775498828,2
7998-001-04,206,"Cooking bananas, plantains",2,Starches,55.64583031584447,2
7998-001-04,301,Sugar,7,Sugar and sweets,27.822915157922235,2
7998-001-04,701,Ripe bananas,5,Fruits,47.2989557684678,2
7998-001-04,704,Sugarcane,5,Fruits,222.58332126337788,2
7998-001-04,802,Beef (including minced sausage),9,"Meat, meat products and fish",49.20852881200674,2
7998-001-04,807,Eggs,10,Eggs,29.04712342487081,2
7998-001-04,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",55.64583031584447,2
7998-001-04,901,Fresh milk,12,Milk and milk products,293.53175491607954,2
7998-001-04,1001,Cooking oil,11,Oil and fats,50.69335141773431,2
7998-001-04,1003,Salt,13,Spices and other foods,13.021124293907604,2
7998-001-04,1101,Tea dry,6,Beverages,2.2258332126337788,2
7998-001-04,6011,Onions,4,Vegetables,49.524788981101565,2
7998-001-04,6012,Tomatoes,4,Vegetables,163.59874112858273,2
7998-001-04,6013,"Carrots and green pepper, other viungo",4,Vegetables,60.33244953719041,2
7998-001-04,6021,Cabbage,4,Vegetables,94.22693933482995,2
7998-001-04,6022,Chiness/spinach,4,Vegetables,205.8895721686245,2
7998-001-04,6023,Other green vegetable,4,Vegetables,88.3664603678163,2
7998-001-04,7022,Orange/tangerine,5,Fruits,125.20311821065005,2
8624-001-03,102,Rice (husked),1,Cereals and cereal products,119.18776442513362,2
8624-001-03,104,Maize (grain),1,Cereals and cereal products,29.796941106283406,2
8624-001-03,105,Maize (flour),1,Cereals and cereal products,89.39082331885022,2
8624-001-03,109,Bread,1,Cereals and cereal products,59.59388221256681,2
8624-001-03,203,Sweet potatoes,2,Starches,50.058861058556126,2
8624-001-03,204,Yams/cocoyams,2,Starches,72.40656688826867,2
8624-001-03,205,Irish potatoes,2,Starches,83.1334656865307,2
8624-001-03,301,Sugar,7,Sugar and sweets,29.796941106283406,2
8624-001-03,802,Beef (including minced sausage),9,"Meat, meat products and fish",26.349928226710535,2
8624-001-03,809,Dried/salted/canned fish and seafood (incl. Dagaa),9,"Meat, meat products and fish",7.449235276570851,2
8624-001-03,901,Fresh milk,12,Milk and milk products,110.02520503495147,2
8624-001-03,1001,Cooking oil,11,Oil and fats,27.1152164067179,2
8624-001-03,1003,Salt,13,Spices and other foods,7.449235276570851,2
8624-001-03,1081,Wheat flour,1,Cereals and cereal products,29.796941106283406,2
8624-001-03,1101,Tea dry,6,Beverages,0.7449235276570851,2
8624-001-03,1104,"Bottled/canned soft drinks (soda, juice, water)",6,Beverages,10.85651549207436,2
8624-001-03,4012,Green beans,3,"Pulses, dry",54.82637163556147,2
8624-001-03,6011,Onions,4,Vegetables,13.259638792296114,2
8624-001-03,6012,Tomatoes,4,Vegetables,81.76280639564166,2
8624-001-03,6013,"Carrots and green pepper, other viungo",4,Vegetables,21.537671801027393,2
8624-001-03,6022,Chiness/spinach,4,Vegetables,33.07460462797458,2
8624-001-03,6023,Other green vegetable,4,Vegetables,19.715839446889788,2
8624-001-03,7022,Orange/tangerine,5,Fruits,33.52155874456883,2
8624-001-03,7032,Avocado,5,Fruits,42.311656370922435,2
8733-001-03,102,Rice (husked),1,Cereals and cereal products,14.858816570844876,2
8733-001-03,105,Maize (flour),1,Cereals and cereal products,148.58816570844874,2
8733-001-03,109,Bread,1,Cereals and cereal products,47.5482130267036,2
8733-001-03,206,"Cooking bananas, plantains",2,Starches,29.717633141689753,2
8733-001-03,301,Sugar,7,Sugar and sweets,14.858816570844876,2
8733-001-03,502,Coconuts (mature/immature),8,Nuts and seeds,14.830999753551552,2
8733-001-03,701,Ripe bananas,5,Fruits,50.519976340872574,2
8733-001-03,802,Beef (including minced sausage),9,"Meat, meat products and fish",13.139897440447546,2
8733-001-03,807,Eggs,10,Eggs,65.1529388998406,2
8733-001-03,902,"Milk products (like cream, cheese, yoghurt etc)",12,Milk and milk products,24.78450604016925,2
8733-001-03,1001,Cooking oil,11,Oil and fats,27.072763792079364,2
8733-001-03,1003,Salt,13,Spices and other foods,5.94352662833795,2
8733-001-03,1004,Other spices,13,Spices and other foods,13.968745514442503,2
8733-001-03,4013,"Other beans, lentils, and pulses",3,"Pulses, dry",14.85881657084488,2
8733-001-03,6011,Onions,4,Vegetables,26.448693496103875,2
